label,m,x,y,z
1,0.262284165,-0.011217105,0.008698872,-0.008719069
1,0.254626922,0.002083754,0.022195698,-0.010584966
1,0.100961359,-0.006647796,0.004704199,0.000308105
1,0.097764822,-0.001890288,0.005149875,0.004939808
1,0.146197157,-0.020042398,0.010861278,0.010367168
1,0.09946832,0.00185845,-0.004936244,0.009513975
1,0.009352414,0.000218058,-0.001280752,0.00029048
1,0.052049724,0.001652277,0.002391479,0.003074624
1,0.046338414,0.00064486,0.002932888,0.002551045
1,0.069012139,-0.00035306,0.00368968,0.002928285
1,0.487433336,-0.136209251,0.037041233,-0.086215705
1,0.501517961,-0.078476931,0.123666326,-0.066334238
1,0.1564338,-0.000626754,-0.001032916,-0.000701587
1,0.09053668,-0.005151849,0.004276938,0.012811239
1,0.046628407,0.001184962,0.004622201,0.003502485
1,0.068232844,0.000378776,0.002872175,0.001361019
1,0.286807656,-0.035243108,0.022141458,0.018169946
1,0.173307499,-0.001333215,0.011429517,-0.004753269
1,0.040139199,0.002165226,0.000867607,0.003649185
1,0.053392171,0.000327554,-0.000173344,0.005439962
1,0.037363831,0.001164835,0.001067196,0.000267154
1,0.02869856,0.000639896,-0.000477745,0.00283595
1,0.070122012,-2.16E-05,0.001501421,0.00017056
1,0.064383144,0.004837665,0.002303844,0.002955358
1,0.046890315,0.003050282,0.0007108,0.000153499
1,0.093215159,-0.002761709,-0.000623,0.001552726
1,0.447560133,-0.099468079,0.066483653,0.026758142
1,0.235646718,0.014849265,0.037669416,-0.027844711
1,0.135531601,0.006172139,0.004326838,0.00901391
1,0.048445946,-0.000304908,-0.000892147,4.33E-05
1,0.219794665,0.031974259,0.000548727,0.014048664
1,0.384931878,-0.023579611,0.024075977,0.02532066
1,0.07800366,0.004608124,-0.0009901,-0.003379887
1,0.088155097,0.004882853,-0.000317607,-0.000251587
1,0.098606587,0.005446575,-0.00034411,-0.003180952
1,0.039417351,4.34E-05,-0.000753132,0.000610042
1,0.068740066,0.003703926,0.003645029,0.002678592
1,0.036439277,0.001469814,-0.001908628,0.001255484
1,0.049918383,0.001340873,-0.001594925,0.003291395
1,0.096310685,0.000712618,0.002873261,0.004751577
1,0.133199508,0.003507204,0.006593443,0.006163876
1,0.114311027,-0.005551566,0.01015449,0.011206683
1,0.048193225,-0.003299206,-0.003019845,0.003997556
1,0.055996853,-0.000988367,0.004475585,0.00472193
1,0.101703235,-0.003717063,0.012509942,0.006459378
1,0.088355786,-0.005344277,0.007172201,0.014933647
1,0.091446348,-0.00358066,0.00618515,0.00994104
1,0.084257348,-0.00306902,0.007965511,0.007640756
1,0.079488505,0.007112824,0.006490643,-0.00061251
1,0.155937372,0.019824546,0.008837811,-0.01343896
1,0.102027282,-0.007004803,0.012999165,0.016469367
1,0.035987099,0.000108064,0.003352789,0.00274203
1,0.078057686,-0.000264354,0.002381279,-0.002727183
1,0.121012072,-0.00031753,0.003046239,0.000977392
1,0.123415715,-0.002634496,0.00378791,0.004859866
1,0.110580734,0.007535485,0.00359482,4.16E-05
1,0.138315219,-0.004167078,0.009794318,0.006501337
1,0.061400594,-0.000285192,0.002808459,0.003986884
1,0.09042569,-0.001027527,0.003090789,0.003758668
1,0.130488445,-0.003679244,0.006758676,0.002413782
1,0.010991324,-0.000315121,0.000214265,0.01089198
1,0.010335254,-0.000299248,0.000192313,0.010246376
1,0.010025346,-0.000299123,0.000179904,0.009982682
1,0.009752947,-0.000282557,0.000179737,0.009706371
1,0.029632851,-0.000630263,0.001082832,0.009776901
1,0.109915832,-0.007463986,0.011430311,-0.00064905
1,0.099493298,-0.002010967,0.003962524,0.000202047
1,0.065516734,0.002368978,-0.001961437,0.011636035
1,0.018007972,-1.10E-05,0.001401337,0.009210842
1,0.047559939,0.000791794,0.005005011,0.008483671
1,0.20677758,-0.005928395,0.013835625,0.005451588
1,0.787181501,-0.137604908,0.13734816,0.03170092
0,0.069286374,-0.008992614,0.024282549,0.00966158
0,0.018343605,1.58E-05,-0.000221333,0.018095779
0,0.051404704,0.000347993,0.002438991,0.014919767
0,0.077610854,0.003255112,0.009783947,0.011260302
0,0.134090687,-0.00574682,0.006377303,0.024295117
0,0.057732381,-0.000501063,0.008802226,0.013129921
1,0.181397415,-0.005442459,0.005212377,0.002793689
1,0.07754839,0.00067384,0.001369745,0.004480965
1,0.058107816,0.001558133,-0.00086778,0.00129075
1,0.065492447,0.003442123,-0.001485123,0.001067175
1,0.047543477,0.003634051,-0.002278274,0.001525026
1,0.08690852,0.002037581,-0.000599478,0.006025924
1,0.067413358,0.002563701,4.99E-05,0.001756579
1,0.128052757,0.004397011,0.001337908,0.011711008
1,0.124036792,0.003573219,-0.00520681,0.007462106
1,0.154217856,0.009437735,-0.000836377,-0.003052257
1,0.144944034,0.00815094,0.003495884,-0.001767468
1,0.23838122,0.009453509,-0.01637383,0.01946462
1,0.224566519,0.012190244,-0.009177815,0.014311594
1,0.100186851,-0.000913205,5.40E-05,0.005605976
1,0.107796636,0.001017447,-0.001043711,0.011463268
1,0.198066617,0.006586442,-0.003807667,0.0090047
1,0.187070449,0.00382736,0.003075501,0.000542314
1,0.301570625,0.023172545,0.003701609,0.015680297
1,0.11263492,0.004753134,-0.001920059,0.009440054
1,0.106603321,-0.001844567,-0.001705391,-0.000576181
1,0.113500054,-0.007355265,-0.007045905,0.001625303
1,0.011976112,-0.002291437,0.000120948,0.000665852
1,0.054725239,-0.003216587,-0.005135596,0.002338417
1,0.067265841,-0.005947179,-0.001612913,0.000376619
1,0.152749198,-0.00955705,-0.004837121,0.01574249
1,0.028614963,-0.004568596,-0.001637129,0.012509695
1,0.044911311,-0.004219545,0.000621633,0.014328795
0,0.040576266,0.000430658,0.00288186,0.013953605
0,0.051118919,-0.003027071,0.00623387,0.009932782
0,0.038198654,-0.001595194,0.005549269,0.013853176
0,0.018170767,-0.002135561,0.003308018,0.016192754
0,0.019181345,-0.002141216,0.003226718,0.016108941
0,0.022715863,-0.002087129,0.003350104,0.016132386
0,0.022158995,-0.002334092,0.003436787,0.016125214
0,0.119782063,0.00673123,-0.00370633,0.011140338
0,0.135109394,0.004222907,-0.00273341,0.008974546
0,0.422697045,0.017211429,0.002278646,-0.005213414
0,0.285443498,0.028158617,-0.005764445,0.020011281
0,0.191300259,0.016952225,-0.003369856,0.013995467
0,0.110759667,0.005602653,0.002376562,0.0046061
0,0.048177569,-0.001606703,0.001770871,0.002347359
0,0.139245051,-0.003889283,-0.003270838,-0.00241761
0,0.113109444,-0.004579231,0.000100606,0.002849018
0,0.170697058,-0.00187019,-0.006395049,0.000109004
0,0.063940313,-0.004378086,-0.001011657,0.001469877
0,0.068558249,-0.005073726,-0.001100272,0.004273726
0,0.122740769,0.005673595,0.00767182,0.007088448
0,0.092606353,0.009822794,0.001878273,0.007248473
0,0.093174651,0.001649478,0.000555433,0.001265253
0,0.163677739,-0.00735916,-0.006622373,0.014806935
0,0.112152804,-0.002955451,0.001759962,0.007851754
0,0.108680275,0.002407355,-0.004838048,0.004424488
0,0.081930982,0.005731502,-0.00350282,0.00396267
0,0.235666471,-0.011389072,0.006773527,0.014375136
0,0.129002312,-0.003240175,-0.003494508,0.006541178
0,0.0820065,0.001387087,-0.002721249,-0.000771396
0,0.080592614,-0.000172085,-0.000935938,-0.001923339
0,0.085155339,0.00033263,-0.00553921,-0.000436683
0,0.105752069,-0.002180255,-0.003399645,0.000908149
0,0.102880992,-0.001061725,-0.006128816,-0.002645062
0,0.109809106,-0.003337693,-0.007472106,0.000117844
0,0.106074835,0.000343806,0.008598245,0.007039106
0,0.098267132,-0.002689636,-0.003040827,0.00412967
0,0.129653185,-0.00431776,-0.010991099,-0.002847075
0,0.102694703,-0.001410629,-0.008959386,0.007007058
0,0.081174092,0.000411325,-0.006027915,-0.00159766
0,0.222380163,-0.007095843,-0.01389342,0.006250491
0,0.401345197,-0.02761142,-0.01439733,-0.001944091
0,0.014010439,-0.005979477,0.00161969,0.003761
0,0.019691739,-0.00879018,0.001179837,0.008917572
0,0.014774762,-0.009030179,0.001452685,0.01070665
0,0.128973617,0.005513189,-0.008438091,-0.003462303
0,0.111260483,0.005393796,-0.005040171,0.005788218
0,0.148626956,0.007520887,-0.006294296,0.000923026
0,0.192342124,0.000401452,-0.005607235,-0.000438659
0,0.123466442,0.002183598,-0.000592415,-0.0006201
0,0.157432629,0.013663835,-0.000728996,0.011141147
0,0.163612342,0.00457687,0.000577288,0.013012098
0,0.071460246,0.00040794,-0.000332888,5.58E-05
0,0.10836087,0.00377827,0.001936356,0.003206415
0,0.132278299,-0.005078437,0.015184998,-0.000480443
0,0.109879353,-0.002778049,0.002537302,0.006286195
0,0.135879152,-0.005832825,-0.014608817,0.009345612
0,0.123244935,-0.000337285,0.002877087,-0.003693491
0,1.045021725,-0.78676383,0.416853901,0.335255319
0,0.427172374,-0.022229873,-0.172641869,0.048403806
0,0.165099202,0.011356277,0.032291289,0.002545122
0,0.128547917,-0.000288573,0.000352058,0.006328348
1,0.042576079,0.001389555,0.000348861,0.001341174
1,0.121615194,0.00642229,0.002501191,0.009296699
1,0.113226056,0.001273145,0.001911536,0.011244953
1,0.122070393,-0.002023856,-0.011009985,0.005003739
1,0.145478879,0.004924838,0.007573491,0.0147291
1,0.098790316,0.004924593,4.92E-05,0.005988759
1,0.113689377,0.011361097,-0.005645663,0.006013776
0,0.144149305,0.00174987,0.007766611,0.134146561
0,1.308517193,0.058837385,0.126360495,-0.020969571
0,5.785149398,-1.709707259,-2.003482099,-0.481090312
0,4.288744766,0.198856753,-0.300688469,-0.322073712
0,5.815333847,1.533725914,-1.132503658,-0.861784819
0,7.034226208,0.896875328,-0.492456203,0.506611984
0,1.766117348,-0.069943655,-0.099260694,0.113054845
0,0.390254947,-0.000287653,0.036036915,0.104785112
0,0.136954278,0.005516021,0.005550471,0.125128747
0,0.143582175,-0.001631092,-0.010779342,0.130176914
0,0.140674316,-0.000454303,0.002706998,0.135279413
0,0.146230721,0.003117177,0.003823099,0.140875611
0,0.15352142,-0.002497246,-0.003927188,0.142181005
0,0.14813859,-0.004138143,-0.011938397,0.140011541
0,0.150815748,0.002480198,-0.005294618,0.141548787
0,0.151265531,0.006532246,-0.009969886,0.144794263
0,0.15390124,0.01143242,8.25E-05,0.145057008
0,0.149929943,0.01105883,0.004590353,0.143933456
0,0.149520347,0.011021511,0.005091609,0.143388632
0,0.151857557,0.012429766,0.004030542,0.145807237
0,0.154853047,0.016362657,0.003911613,0.148236778
0,0.154609018,0.010919218,0.001846384,0.148553587
0,0.159050852,-0.001147651,-0.001008253,0.147412069
0,0.152651445,-0.008534482,-0.002845007,0.146796296
0,0.153324587,-0.00514513,-0.002991482,0.147922174
0,0.155524017,-0.002583943,-0.004214888,0.150253057
0,0.154461894,-0.00291095,-0.003902812,0.149240726
0,0.1556457,-0.000640049,-0.002280096,0.150656784
0,0.15778316,-0.001717386,-0.00342524,0.152938455
0,0.158906546,0.00153418,-0.001468284,0.154211595
0,0.157765116,0.001860989,-0.00291487,0.153183865
0,0.158296615,0.003427966,-0.004178305,0.153361706
0,0.212816146,0.006889214,0.030150026,0.109637196
0,0.249507081,-0.003849694,0.035170621,0.06499042
0,0.145093964,0.017547213,-0.015102027,0.135404222
0,0.150790934,0.01906379,-0.015107464,0.140861165
0,0.237283677,0.072874855,-0.106116367,0.144200264
0,0.2173162,0.027939274,-0.052184889,0.129528099
0,0.145254037,0.017020121,0.004004484,0.127533312
0,0.145418909,0.026032708,0.002795732,0.132969326
0,0.154158697,0.031366571,0.002903352,0.140026029
0,0.163921437,0.042227752,0.002851369,0.144476643
0,0.390156229,0.071368253,0.232300796,0.149136747
0,2.879501927,0.592813135,-1.194547074,0.631899374
0,0.62467137,0.253880494,-0.057222563,0.06333225
0,0.318084209,0.011481905,0.019501245,-0.019693636
0,0.076643473,-0.01163032,0.012689978,-0.0002056
0,0.085582128,0.009873626,0.010204634,0.016826295
0,4.706798584,0.32535637,-0.057437589,0.903470752
0,3.692315558,0.017039646,-0.554581261,0.201890339
0,2.951956321,0.141715265,0.035867499,-0.0496335
0,3.033198411,0.165803778,0.076410008,-0.055525886
0,8.785050502,0.59370984,-0.386294923,-4.678475813
0,1.62202189,0.255197528,0.21490835,-0.031819309
0,0.375232189,0.002199101,-0.024417142,-1.07E-05
0,2.660371254,0.151416806,-0.113187499,0.012205213
0,2.032401607,-0.160485185,0.425308477,-0.189754825
0,2.469392365,0.016853754,0.500823469,0.351102444
0,1.155363203,-0.266929833,0.348546282,-0.338430454
0,1.008170648,0.133847875,0.253177707,0.050645508
0,0.957244313,0.239247098,0.190695512,-0.09324926
0,1.008092971,0.207019932,0.276691998,-0.014058608
0,2.491562036,0.612715058,1.024417095,0.342353412
0,2.322702302,-0.67311189,0.847708938,-1.06225218
0,1.1862937,0.994639957,-0.304364673,0.281213057
0,1.147370832,0.217279089,0.335426241,-0.025068094
0,1.12467892,0.049250248,0.445646792,0.017909264
0,0.788125354,0.55529284,0.056236499,0.152829636
0,0.71624461,0.202090576,0.304599491,0.02329629
0,2.572956104,0.301335879,-0.007029975,-0.297756385
1,2.189989622,-0.3686686,0.639136025,0.790376488
1,1.476485833,0.061959213,0.268239237,-0.013426567
1,1.484784788,0.470538479,0.181508794,-0.152708886
1,1.051824051,-0.090581466,0.294166008,0.250199438
1,3.310297597,0.440024417,1.101895022,0.973895099
1,0.712805038,-0.010209263,0.262785741,0.094828381
1,0.772218006,0.03822645,-0.083437903,0.183312293
1,1.863563984,0.215290783,0.232212958,-0.156545706
1,1.828130123,-0.188198579,0.427128476,0.384831524
1,2.954790007,0.192362684,0.162165297,-1.072673605
1,6.087148003,-0.062690974,1.772076455,-0.095455289
1,3.692069159,-0.016048735,0.60078194,0.183228368
1,1.61022288,-0.149900052,0.183525947,0.21271589
1,0.53707381,-0.043903455,0.08624316,0.072379914
1,0.664950568,-0.225057939,0.053547748,0.171519772
1,2.463415681,-0.378381028,0.611471925,1.076105164
1,1.724328916,0.157930649,-0.370420243,0.100040929
1,0.618751154,-0.229222989,-0.088704816,0.251262542
1,0.938287815,-0.012046803,0.137243705,0.307795364
1,0.708683183,0.004032203,0.030331105,-0.063074641
1,3.272687268,0.006212859,1.117843968,0.560215292
1,2.164804128,0.825630993,0.372819373,0.781853138
1,0.26474879,-0.001433122,-0.03163568,-0.019744713
1,2.255690428,-0.003075634,0.453720666,0.415905873
1,0.524525544,0.15754663,-0.060585044,-0.12769305
1,1.200693101,0.180874733,-0.252970428,-0.308722027
1,2.323457894,0.070134705,-0.27098832,0.581786788
1,3.099420478,1.267997172,-0.635445034,0.702276205
1,0.766192654,0.125445909,0.276519416,-0.169026547
1,1.352447237,0.024460834,0.039214939,0.227702883
1,0.687400183,-0.066678649,0.007746514,0.053790177
1,0.794944498,0.072395387,0.022209318,0.002229729
1,6.638107438,-0.595522943,2.46548869,-0.629208337
1,0.492834277,-0.015717474,-0.094639894,0.057942525
1,0.4618,0.094621486,-0.058431841,0.019933851
1,0.422082785,-0.009723424,-0.009970954,-0.040845091
1,0.939745374,0.408042314,0.165683855,-0.03543577
1,0.483387156,0.164297565,-0.06045216,-0.016585353
1,0.33886785,0.042681106,0.022127478,1.08E-06
1,1.826949349,0.280008309,0.164411245,0.656058282
1,0.893275908,-0.116760261,0.072575516,0.028614084
1,1.103556029,-0.004034558,-0.042181575,-0.013118009
1,1.144960024,0.102121495,-0.03734179,0.070574408
1,0.965158591,0.050569327,-0.018882645,0.080430175
1,2.633109713,-1.385543366,0.629454957,-0.774998327
1,2.586225321,-0.199976264,0.262309936,-0.536795275
1,2.678169082,-0.011737423,1.269374383,0.197195022
1,1.309222822,0.002852282,0.338495821,0.067636507
1,1.391930771,-0.320392799,0.340410676,0.349453157
1,1.105463292,0.027924078,-0.129363025,0.05785748
1,0.433891775,0.013717781,0.017668724,0.007499381
1,0.830830782,0.005087321,-0.011613911,-0.020172655
1,0.526911837,0.016805706,0.001498499,-0.01683547
1,0.598732565,0.008015339,-0.04360301,-0.0166678
1,0.561227153,0.03332207,-0.010615032,-0.061175928
1,0.66379934,-0.023277166,0.395264046,0.071091545
1,0.428896924,-0.008634031,0.380934089,0.095110686
1,2.060889167,-0.008089136,0.256670697,0.14823042
1,2.90284448,0.076883764,0.021012253,0.038663747
1,5.287189709,-0.00946519,-0.187330313,0.450554429
1,1.968274226,-0.102395189,0.223193965,0.145897752
1,0.892910798,-0.062568427,0.200950443,0.080769398
1,0.327728429,0.001188686,0.096434568,0.014170007
1,0.113758851,0.053399951,0.0105551,-0.031517129
1,0.13377915,0.060058744,0.016072601,-0.028344681
1,0.173457845,0.011806046,-0.029824294,0.056877538
1,0.194563337,-0.017970141,-0.053928389,0.095996243
1,0.275433247,-0.065865884,-0.012009547,0.128107275
1,0.433240224,-0.307088764,0.185307876,0.189076577
1,0.467392327,-0.158642119,0.010437577,0.1375236
1,3.284110568,0.488895973,-0.425445901,0.198800637
1,4.983502767,-0.175064249,-0.051810753,0.307025608
1,6.149217821,0.205470857,-0.206057678,0.236465911
1,2.842178811,-0.094348424,0.180604507,0.184177617
1,5.061375882,-0.154980911,-0.078945874,0.096549324
1,6.073523302,-0.069376219,-0.278573132,0.290622937
1,6.358824095,-0.177111517,-0.249631966,0.373410076
0,0.807765116,-0.228143189,0.274320643,0.043934267
0,0.601070163,0.048128852,-0.014732077,0.006899648
0,0.65324488,-0.003153762,0.446648677,-0.085354501
0,0.806249178,0.040728276,0.128812633,-0.001575108
0,0.879470653,-0.035299727,0.422829925,-0.000365545
